English_code,Hindi_code
"
def print_primes_without_five(lower, upper):
    # Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
    # all entries it as true.
    is_prime = [True] * (upper + 1)
    is_prime[0] = is_prime[1] = False

    # Step 2: Mark all the multiples of prime numbers starting from 2
    # as false.
    p = 2
    while p * p <= upper:
        if is_prime[p]:
            for i in range(p * p, upper + 1, p):
                is_prime[i] = False
        p += 1

    # Step 3: Print all prime numbers in the given range excluding
    # numbers containing the digit 5.
    for num in range(lower, upper + 1):
        if is_prime[num] and '5' not in str(num):
            print(num)
","
परिभाषा छापिये _अभाज्य_बिना_पाँच(छोटा, बड़ा):
    #चरण_1:_एक_बूलियन_सरणी_""is_prime[0..upper]""_बनाएं_और_आरंभ_करें
    #सभी_प्रविष्टियों_को_सत्य_मानें।
    है_मुख्य = [सत्य] * (बड़ा + 1)
    है_मुख्य[0] = है_मुख्य[1] = असत्य

    #चरण_2:_2_से_शुरू_करके_सभी_अभाज्य_संख्याओं_के_गुणजों_को_चिह्नित_करें
    #झूठा_है।
    पी = 2
    जबतक पी * पी <= बड़ा:
        यदि है_मुख्य[पी]:
            के_लिए ई में रेंज(पी * पी, बड़ा + 1, पी):
                है_मुख्य[ई] = असत्य
        पी += 1

    #चरण_3:_दी_गई_श्रेणी_में_सभी_अभाज्य_संख्याओं_को_प्रिंट_करें
    #अंक_5_वाली_संख्याएँ.
    के_लिए संख्या में रेंज(छोटा, बड़ा + 1):
        यदि है_मुख्य[संख्या] और '5' ना में स्ट्रिंग(संख्या):
            छापिये_(संख्या)
"
"
import time

# Function to check if a number is prime
def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

# Caching mechanism for prime numbers
prime_cache = {}

# Modified function to check if a number is prime using caching
def is_prime_cached(n):
    if n in prime_cache:
        return prime_cache[n]
    prime = is_prime(n)
    prime_cache[n] = prime
    return prime

# Timer function
def timer(func):
    def wrapper(*args, **kwargs):
        start = time.time()
        result = func(*args, **kwargs)
        end = time.time()
        print(f""Execution time: {end - start} seconds"")
        return result
    return wrapper

# List comprehension to generate the list of prime numbers
@timer
def generate_prime_palindromic_fibonacci():
    return [num for num in range(10000, 20001) if is_prime_cached(num) and str(num) == str(num)[::-1] and is_fibonacci(num)]

# Function to check if a number is a Fibonacci number
def is_fibonacci(n):
    a, b = 0, 1
    while b < n:
        a, b = b, a + b
    return b == n

# Test the function
primes = generate_prime_palindromic_fibonacci()
print(primes)
","
आयात समय

#यह_जाँचने_के_लिए_फ़ंक्शन_कि_कोई_संख्या_अभाज्य_है_या_नहीं
परिभाषा है_मुख्य(एन):
    यदि एन < 2:
        वापस असत्य
    के_लिए ई में रेंज(2, अंक(एन**0.5) + 1):
        यदि एन % ई == 0:
            वापस असत्य
    वापस सत्य

#अभाज्य_संख्याओं_के_लिए_कैशिंग_तंत्र
मुख्य_कैश = {}

#कैशिंग_का_उपयोग_करके_यह_जांचने_के_लिए_संशोधित_फ़ंक्शन_कि_कोई_संख्या_अभाज्य_है_या_नहीं
परिभाषा है_मुख्य_कैश_की_गई(एन):
    यदि एन में मुख्य_कैश:
        वापस मुख्य_कैश[एन]
    मुख्य = है_मुख्य(एन)
    मुख्य_कैश[एन] = मुख्य
    वापस मुख्य

#टाइमर_फ़ंक्शन
परिभाषा घड़ी(समारोह):
    परिभाषा आवरण(*आर्ग, **क्वार्ग्स):
        शुरू = समय.समय()
        परिणाम = समारोह(*आर्ग, **क्वार्ग्स)
        अंत = समय.समय()
        छापिये_(एफ""कार्यान्वयन समय: {अंत - शुरू} सेकंड"")
        वापस परिणाम
    वापस आवरण

#अभाज्य_संख्याओं_की_सूची_बनाने_के_लिए_सूची_समझ
@घड़ी
परिभाषा उत्पन्न_मुख्य_मुरजबंध_संबंधी_फाइबोनैचि():
    वापस [संख्या के_लिए संख्या में रेंज(10000, 20001) यदि है_मुख्य_कैश_की_गई(संख्या) और स्ट्रिंग(संख्या) == स्ट्रिंग(संख्या)[::-1] और है_फाइबोनैचि(संख्या)]

#यह_जाँचने_के_लिए_फ़ंक्शन_कि_कोई_संख्या_फिबोनाची_संख्या_है_या_नहीं
परिभाषा है_फाइबोनैचि(एन):
    ए, बी = 0, 1
    जबतक बी < एन:
        ए, बी = बी, ए + बी
    वापस बी == एन

#फ़ंक्शन_का_परीक्षण_करें
अभाज्य = उत्पन्न_मुख्य_मुरजबंध_संबंधी_फाइबोनैचि()
छापिये_(अभाज्य)
"
"
import math

def average_list(lst):
    if not lst:
        return None
    
    if len(lst) == 1:
        return lst[0]
    
    total = 0
    count = 0
    
    for num in lst:
        if not isinstance(num, (int, float)):
            raise ValueError(""List contains non-numeric elements"")
        
        if isinstance(num, complex):
            raise ValueError(""List contains complex numbers"")
        
        if math.isnan(num):
            raise ValueError(""List contains NaN values"")
        
        if math.isinf(num):
            raise ValueError(""List contains infinity or negative infinity values"")
        
        if abs(num) > 1e308:
            raise ValueError(""List contains numbers that are too large"")
        
        total += num
        count += 1
    
    return total / count
","
आयात गणित

परिभाषा औसत_सूची(प्रथम):
    यदि ना प्रथम:
        वापस कोई_नहीं

    यदि लंबाई(प्रथम) == 1:
        वापस प्रथम[0]

    कुल = 0
    गिनें = 0

    के_लिए संख्या में प्रथम:
        यदि ना उदाहरण_है(संख्या, (अंक, दश)):
            उठाओ मान_त्रुटि(""सूची रोकना गैर-संख्यात्मक तत्वों"")

        यदि उदाहरण_है(संख्या, समिश्र):
            उठाओ मान_त्रुटि(""सूची रोकना समिश्र नंबर"")

        यदि गणित.इस्नान(संख्या):
            उठाओ मान_त्रुटि(""सूची रोकना नेन मान"")

        यदि गणित.आइसिन्फ़(संख्या):
            उठाओ मान_त्रुटि(""सूची रोकना अनंत या नकारात्मक अनंत मान"")

        यदि निरपेक्ष_मान(संख्या) > 1ई308:
            उठाओ मान_त्रुटि(""सूची रोकना नंबर वह हैं बहुत बड़ा"")

        कुल += संख्या
        गिनें += 1

    वापस कुल / गिनें
"
"
import sqlite3

def delete_row(connection):
    try:
        # Start a transaction
        connection.execute(""BEGIN TRANSACTION"")

        # Execute the complex query
        cursor = connection.execute(""SELECT ..."")

        # Fetch the row to be deleted
        row = cursor.fetchone()

        if row:
            # Delete the row using its primary key
            connection.execute(""DELETE FROM table_name WHERE id=?"", (row['id'],))

        # Commit the transaction
        connection.execute(""COMMIT"")

        # Close the cursor
        cursor.close()

    except sqlite3.Error as error:
        # Rollback the transaction in case of any exception
        connection.execute(""ROLLBACK"")

        # Display the error message
        print(f""Error: {error}"")

    finally:
        # Close the database connection
        connection.close()

# Create a connection to the SQLite database
connection = sqlite3.connect(""database.db"")

# Call the function to delete the row
delete_row(connection)
","
आयात SQLite3

परिभाषा मिटाना_पंक्ति(कनेक्शन):
    प्रयत्न:
        #लेन-देन_शुरू_करें
        कनेक्शन.निष्पादित_करना(""शुरू लेन-देन"")

        #जटिल_क्वेरी_निष्पादित_करें
        कर्सर = कनेक्शन.निष्पादित_करना(""चुनना ..."")

        #हटाई_जाने_वाली_पंक्ति_प्राप्त_करें
        पंक्ति = कर्सर.फ़ेचऑन()

        यदि पंक्ति:
            #प्राथमिक_कुंजी_का_उपयोग_करके_पंक्ति_को_हटाएं
            कनेक्शन.निष्पादित_करना(""मिटाना से मेज़_नाम कहाँ पहचान=?"", (पंक्ति['पहचान'],))

        #लेन-देन_को_प्रतिबद्ध_करें
        कनेक्शन.निष्पादित_करना(""प्रतिबद्ध"")

        #कर्सर_बंद_करें
        कर्सर.बंद()

    सिवाय SQLite3.गलती की_तरह गलती:
        #किसी_भी_अपवाद_की_स्थिति_में_लेनदेन_को_वापस_ले_लें
        कनेक्शन.निष्पादित_करना(""रोलबैक"")

        #त्रुटि_संदेश_प्रदर्शित_करें
        छापिये_(एफ""गलती: {गलती}"")

    अंत_में:
        #डेटाबेस_कनेक्शन_बंद_करें
        कनेक्शन.बंद()

#sqlite_डेटाबेस_से_कनेक्शन_बनाएं
कनेक्शन = SQLite3.जोड़ना(""डेटाबेस.डाटाबेस"")

#पंक्ति_को_हटाने_के_लिए_फ़ंक्शन_को_कॉल_करें
मिटाना_पंक्ति(कनेक्शन)
"
"
import re

def extract_emails(string):
    # Use regular expression pattern to find all email addresses in the string
    pattern = r'\b[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}\b'
    matches = re.findall(pattern, string)
    
    # Remove any duplicate email addresses
    unique_emails = list(set(matches))
    
    return unique_emails
","
आयात दोबारा

परिभाषा निकालना_ईमेल(डोरी):
    #स्ट्रिंग_में_सभी_ईमेल_पते_खोजने_के_लिए_नियमित_अभिव्यक्ति_पैटर्न_का_उपयोग_करें
    नमूना = आर'\बी[ए-ज़ा-जेड0-9.%+-]+@[ए-ज़ा-जेड0-9.-]+\.[ए-ज़ा-जेड]{2,}\बी'
    माचिस = दोबारा.सभी_खोजें(नमूना, डोरी)

    #किसी_भी_डुप्लिकेट_ईमेल_पते_को_हटाएँ
    अद्वितीय_ईमेल = सूची(सेट(माचिस))

    वापस अद्वितीय_ईमेल
"
"
def clean_and_sort(lst):
   result = []
   for element in lst:
      if type(element) == int:
         result.append(element + 5)
   # implement your own sorting algorithm here
   n = len(result)
   for i in range(n):
      for j in range(0, n-i-1):
         if result[j] < result[j+1]:
            result[j], result[j+1] = result[j+1], result[j]
   return result

print(clean_and_sort([1, 2, ""hello""]))
","
परिभाषा साफ_और_क्रमित(प्रथम):
   परिणाम = []
   के_लिए तत्व में प्रथम:
      यदि प्रकार(तत्व) == अंक:
         परिणाम.संलग्न(तत्व + 5)
   #अपना_स्वयं_का_सॉर्टिंग_एल्गोरिदम_यहां_लागू_करें
   एन = लंबाई(परिणाम)
   के_लिए ई में रेंज(एन):
      के_लिए जे में रेंज(0, एन-ई-1):
         यदि परिणाम[जे] < परिणाम[जे+1]:
            परिणाम[जे], परिणाम[जे+1] = परिणाम[जे+1], परिणाम[जे]
   वापस परिणाम

छापिये_(साफ_और_क्रमित([1, 2, ""नमस्ते""]))
"
"
def is_valid_palindrome(s):
    # Convert the string to lowercase
    s = s.lower()
    
    # Initialize the two pointers
    left = 0
    right = len(s) - 1
    
    while left < right:
        # Check if the left character is not alphabetic
        if not s[left].isalpha():
            left += 1
            continue
        
        # Check if the right character is not alphabetic
        if not s[right].isalpha():
            right -= 1
            continue
        
        # Check if the characters at the two positions are equal
        if s[left] != s[right]:
            return False
        
        # Move the pointers towards the middle
        left += 1
        right -= 1
    
    return True
","
परिभाषा है_वैध_विलोमपद(एस):
    #स्ट्रिंग_को_लोअरकेस_में_बदलें
    एस = एस.छोटा()

    #दो_पॉइंटर्स_को_आरंभ_करें
    बाएं = 0
    सही = लंबाई(एस) - 1

    जबतक बाएं < सही:
        #जाँचें_कि_क्या_बायाँ_अक्षर_वर्णमाला_में_नहीं_है
        यदि ना एस[बाएं].अक्षर_है():
            बाएं += 1
            जारी

        #जाँचें_कि_क्या_सही_अक्षर_वर्णमाला_में_नहीं_है
        यदि ना एस[सही].अक्षर_है():
            सही -= 1
            जारी

        #जाँच_करें_कि_क्या_दोनों_स्थानों_पर_अक्षर_समान_हैं
        यदि एस[बाएं] != एस[सही]:
            वापस असत्य

        #पॉइंटर्स_को_मध्य_की_ओर_ले_जाएं
        बाएं += 1
        सही -= 1

    वापस सत्य
"
"
def is_palindrome(num):
    # Convert the number to string
    num_str = str(num)
    
    # Check if the number is positive
    if num <= 0:
        return False
    
    # Check if the number has at least 5 digits
    if len(num_str) < 5:
        return False
    
    # Check if the number consists of unique digits
    if len(set(num_str)) != len(num_str):
        return False
    
    # Check if the number is divisible by 7
    if num % 7 != 0:
        return False
    
    # Check if the number is a palindrome
    if num_str == num_str[::-1]:
        return True
    
    # Check for palindromic substrings within the number
    for i in range(len(num_str)):
        for j in range(i+2, len(num_str)+1):
            sub_num = num_str[i:j]
            if sub_num == sub_num[::-1]:
                return True
    
    return False

# Testing the script
# Decimal number
num_decimal = 12321
print(f""Is {num_decimal} a palindrome? {is_palindrome(num_decimal)}"")

# Hexadecimal number
num_hexadecimal = 0x12321
print(f""Is {num_hexadecimal} a palindrome? {is_palindrome(num_hexadecimal)}"")

# Other test cases
print(f""Is 12345 a palindrome? {is_palindrome(12345)}"")
print(f""Is 1234567 a palindrome? {is_palindrome(1234567)}"")
print(f""Is 12321 a palindrome? {is_palindrome(12321)}"")
","
परिभाषा है_विलोमपद(संख्या):
    #संख्या_को_स्ट्रिंग_में_बदलें
    संख्या_स्ट्रिंग = स्ट्रिंग(संख्या)

    #जाँचें_कि_संख्या_सकारात्मक_है_या_नहीं
    यदि संख्या <= 0:
        वापस असत्य

    #जाँचें_कि_संख्या_में_कम_से_कम_5_अंक_हैं_या_नहीं
    यदि लंबाई(संख्या_स्ट्रिंग) < 5:
        वापस असत्य

    #जाँच_करें_कि_संख्या_में_अद्वितीय_अंक_हैं_या_नहीं
    यदि लंबाई(सेट(संख्या_स्ट्रिंग)) != लंबाई(संख्या_स्ट्रिंग):
        वापस असत्य

    #जाँचें_कि_संख्या_7_से_विभाज्य_है_या_नहीं
    यदि संख्या % 7 != 0:
        वापस असत्य

    #जाँच_करें_कि_क्या_संख्या_पैलिंड्रोम_है
    यदि संख्या_स्ट्रिंग == संख्या_स्ट्रिंग[::-1]:
        वापस सत्य

    #संख्या_के_भीतर_पैलिंड्रोमिक_सबस्ट्रिंग_की_जाँच_करें
    के_लिए ई में रेंज(लंबाई(संख्या_स्ट्रिंग)):
        के_लिए जे में रेंज(ई+2, लंबाई(संख्या_स्ट्रिंग)+1):
            उप_संख्या = संख्या_स्ट्रिंग[ई:जे]
            यदि उप_संख्या == उप_संख्या[::-1]:
                वापस सत्य

    वापस असत्य

#स्क्रिप्ट_का_परीक्षण
#दशमलव_संख्या
संख्या_दशमलव = 12321
छापिये_(एफ""है {संख्या_दशमलव} ए विलोमपद? {है_विलोमपद(संख्या_दशमलव)}"")

#हेक्साडेसिमल_संख्या
संख्या_हेक्साडेसिमल = 0एक्स12321
छापिये_(एफ""है {संख्या_हेक्साडेसिमल} ए विलोमपद? {है_विलोमपद(संख्या_हेक्साडेसिमल)}"")

#अन्य_परीक्षण_मामले
छापिये_(एफ""है 12345 ए विलोमपद? {है_विलोमपद(12345)}"")
छापिये_(एफ""है 1234567 ए विलोमपद? {है_विलोमपद(1234567)}"")
छापिये_(एफ""है 12321 ए विलोमपद? {है_विलोमपद(12321)}"")
"
"
import re

def remove_vowels(string):
    return re.sub(r'[aeiouAEIOU]', '', string)

def sort_characters(string):
    frequency = {}
    for char in string:
        frequency[char] = frequency.get(char, 0) + 1
    sorted_chars = sorted(frequency.keys(), key=lambda x: (-frequency[x], x))
    return sorted_chars

def remove_vowels_and_sort(string):
    string_without_vowels = remove_vowels(string)
    sorted_string = sort_characters(string_without_vowels)
    return ''.join(sorted_string)
","
आयात दोबारा

परिभाषा निकाल_स्वर(डोरी):
    वापस दोबारा.उप(आर'[ऐइउउएइउ]', '', डोरी)

परिभाषा क्रमित_वर्ण(डोरी):
    आवृत्ति = {}
    के_लिए चार में डोरी:
        आवृत्ति[चार] = आवृत्ति.पाना(चार, 0) + 1
    क्रमबद्ध_घर_का_काम = क्रमबद्ध(आवृत्ति.कीज़(), चाबी=लैम्ब्डा एक्स: (-आवृत्ति[एक्स], एक्स))
    वापस क्रमबद्ध_घर_का_काम

परिभाषा निकाल_स्वर_और_क्रमित(डोरी):
    डोरी_बिना_स्वर = निकाल_स्वर(डोरी)
    क्रमबद्ध_डोरी = क्रमित_वर्ण(डोरी_बिना_स्वर)
    वापस ''.जोड़(क्रमबद्ध_डोरी)
"
"
def reverse_matrix(matrix):
    new_matrix = []
    for i in range(len(matrix)):
        new_matrix.append([])
        for j in range(len(matrix[i])):
            new_matrix[i].insert(0, matrix[i][j])
    return new_matrix


# Test case 1
matrix1 = [[1, 2, 3],
           [4, 5, 6],
           [7, 8, 9]]
# Expected output: [[9, 8, 7], [6, 5, 4], [3, 2, 1]]
print(reverse_matrix(matrix1))

# Test case 2
matrix2 = [[1, 2, 3, 4],
           [5, 6, 7, 8]]
# Expected output: [[8, 7, 6, 5], [4, 3, 2, 1]]
print(reverse_matrix(matrix2))

# Test case 3
matrix3 = [[1, 2],
           [3, 4],
           [5, 6]]
# Expected output: [[6, 5], [4, 3], [2, 1]]
print(reverse_matrix(matrix3))
","
परिभाषा उलट_मैट्रिक्स(मैट्रिक्स):
    नया_मैट्रिक्स = []
    के_लिए ई में रेंज(लंबाई(मैट्रिक्स)):
        नया_मैट्रिक्स.संलग्न([])
        के_लिए जे में रेंज(लंबाई(मैट्रिक्स[ई])):
            नया_मैट्रिक्स[ई].डाल(0, मैट्रिक्स[ई][जे])
    वापस नया_मैट्रिक्स


#परीक्षण_मामला_1
मैट्रिक्स1 = [[1, 2, 3],
           [4, 5, 6],
           [7, 8, 9]]
#अपेक्षित_आउटपुट:_[[9,_8,_7],_[6,_5,_4],_[3,_2,_1]]
छापिये_(उलट_मैट्रिक्स(मैट्रिक्स1))

#परीक्षण_मामला_2
मैट्रिक्स2 = [[1, 2, 3, 4],
           [5, 6, 7, 8]]
#अपेक्षित_आउटपुट:_[[8,_7,_6,_5],_[4,_3,_2,_1]]
छापिये_(उलट_मैट्रिक्स(मैट्रिक्स2))

#परीक्षण_मामला_3
मैट्रिक्स3 = [[1, 2],
           [3, 4],
           [5, 6]]
#अपेक्षित_आउटपुट:_[[6,_5],_[4,_3],_[2,_1]]
छापिये_(उलट_मैट्रिक्स(मैट्रिक्स3))
"
"
def fibonacci(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fibonacci(n-1) + fibonacci(n-2)

# Example usage
n = 10
fibonacci_number = fibonacci(n)
print(f""The Fibonacci number at index {n} is {fibonacci_number}."")
","
परिभाषा फाइबोनैचि(एन):
    यदि एन == 0:
        वापस 0
    वरना_यदि एन == 1:
        वापस 1
    वरना:
        वापस फाइबोनैचि(एन-1) + फाइबोनैचि(एन-2)

#उपयोग_का_उदाहरण
एन = 10
फाइबोनैचि_संख्या = फाइबोनैचि(एन)
छापिये_(एफ"" फाइबोनैचि संख्या पर सूचक {एन} है {फाइबोनैचि_संख्या}."")
"
"
def count_unique_consonants(string):
    consonants = set()
    lowercase_string = string.lower()
    for char in lowercase_string:
        if char.isalpha() and char not in 'aeiou':
            consonants.add(char)
    return len(consonants)
","
परिभाषा गिनें_अद्वितीय_व्यंजन(डोरी):
    व्यंजन = सेट()
    छोटे_डोरी = डोरी.छोटा()
    के_लिए चार में छोटे_डोरी:
        यदि चार.अक्षर_है() और चार ना में 'ऐइयो':
            व्यंजन.योग(चार)
    वापस लंबाई(व्यंजन)
"
"
def filter_and_replace(string):
    vowels = ['a', 'e', 'i', 'o', 'u']
    filtered_words = []
    
    words = string.split()
    
    for word in words:
        if any(char.isdigit() or not char.isalpha() for char in word):
            continue
        
        if len(word) > 3 and any(char in vowels for char in word):
            filtered_word = """"
            for char in word:
                if char in vowels:
                    vowel_index = vowels.index(char)
                    next_vowel = vowels[(vowel_index + 1) % len(vowels)]
                    filtered_word += next_vowel
                else:
                    filtered_word += char
            filtered_words.append(filtered_word)
    
    return "" "".join(filtered_words)


# Example usage:
input_string = ""Hello world! This is a test string. Filter me out if I contain numbers or special characters.""
output_string = filter_and_replace(input_string)
print(output_string)
","
परिभाषा छानें_और_बदल(डोरी):
    स्वर = ['ए', 'ई', 'ई', 'हे', 'यू']
    छाना_हुआ_शब्द = []

    शब्द = डोरी.बाँट()

    के_लिए शब्द में शब्द:
        यदि कोई(चार.अंक_है() या ना चार.अक्षर_है() के_लिए चार में शब्द):
            जारी

        यदि लंबाई(शब्द) > 3 और कोई(चार में स्वर के_लिए चार में शब्द):
            छाना_हुआ_शब्द = """"
            के_लिए चार में शब्द:
                यदि चार में स्वर:
                    स्वर_सूचक = स्वर.सूचक(चार)
                    अगला_स्वर = स्वर[(स्वर_सूचक + 1) % लंबाई(स्वर)]
                    छाना_हुआ_शब्द += अगला_स्वर
                वरना:
                    छाना_हुआ_शब्द += चार
            छाना_हुआ_शब्द.संलग्न(छाना_हुआ_शब्द)

    वापस "" "".जोड़(छाना_हुआ_शब्द)


#उदाहरण_उपयोग:
इनपुट_डोरी = ""नमस्ते दुनिया! यह है ए परीक्षा डोरी. फ़िल्टर मुझे बाहर यदि मैं रोकना नंबर या विशेष वर्ण.""
आउटपुट_डोरी = छानें_और_बदल(इनपुट_डोरी)
छापिये_(आउटपुट_डोरी)
"
"
def isOddPrimeGreaterThan100(number):
    if number <= 100 or number % 2 == 0:  # Check if number is less than or equal to 100 or even
        return False
    for i in range(3, int(number**0.5) + 1, 2):  # Check divisibility by odd numbers only
        if number % i == 0:
            return False
    return True

def findSecondSmallestOddPrimeGreaterThan100(array):
    smallest = secondSmallest = float('inf')
    for number in array:
        if isOddPrimeGreaterThan100(number):
            if number < smallest:
                secondSmallest = smallest
                smallest = number
            elif number < secondSmallest:
                secondSmallest = number
    return secondSmallest
","
परिभाषा isoddप्राइमग्रेटरथन100(संख्या):
    यदि संख्या <= 100 या संख्या % 2 == 0: #जाँचें_कि_संख्या_100_से_कम_या_बराबर_है_या_सम
        वापस असत्य
    के_लिए ई में रेंज(3, अंक(संख्या**0.5) + 1, 2): #केवल_विषम_संख्याओं_से_विभाज्यता_की_जाँच_करें
        यदि संख्या % ई == 0:
            वापस असत्य
    वापस सत्य

परिभाषा दूसरासबसे_छोटा,_अजीब,_प्राइम,_ग्रेटर_थान_ढूंढें100(सरणी):
    सबसे_छोटा = दूसरासबसे_छोटा = दश('जानकारी')
    के_लिए संख्या में सरणी:
        यदि isoddप्राइमग्रेटरथन100(संख्या):
            यदि संख्या < सबसे_छोटा:
                दूसरासबसे_छोटा = सबसे_छोटा
                सबसे_छोटा = संख्या
            वरना_यदि संख्या < दूसरासबसे_छोटा:
                दूसरासबसे_छोटा = संख्या
    वापस दूसरासबसे_छोटा
"
"
class SeparatorNotFoundError(Exception):
    pass

class MultipleSeparatorsError(Exception):
    pass

try:
    mystring = ""Hello, World!""
    separator = ""#""

    # Incorrect way to split the string on a separator
    split_string = mystring.split(separator, 1)
    if not split_string:
        raise SeparatorNotFoundError(""Separator not found in string"")

    # Additional Requirement:
    # If the separator is found more than once in the string, raise a custom exception called ""MultipleSeparatorsError""

    # Incorrect way to split the string on a separator
    split_string = mystring.split(separator)
    if len(split_string) > 2:
        raise MultipleSeparatorsError(""Multiple separators found in string"")

except SeparatorNotFoundError as e:
    print(""Error:"", e)

except MultipleSeparatorsError as e:
    print(""Error:"", e)

except Exception as e:
    print(""Error:"", e)
","
वर्ग विभाजकनहींमिलात्रुटि(अपवाद):
    जाने_दो

वर्ग मल्टिपलसेपरेटर्सत्रुटि(अपवाद):
    जाने_दो

प्रयत्न:
    माईस्ट्रिंग = ""नमस्ते, दुनिया!""
    सेपरेटर = "" #""

    #विभाजक_पर_स्ट्रिंग_को_विभाजित_करने_का_गलत_तरीका
    बाँट_डोरी = माईस्ट्रिंग.बाँट(सेपरेटर, 1)
    यदि ना बाँट_डोरी:
        उठाओ विभाजकनहींमिलात्रुटि(""सेपरेटर ना मिला में डोरी"")

    #अतिरिक्त_मांग:
    #यदि_स्ट्रिंग_में_विभाजक_एक_से_अधिक_बार_पाया_जाता_है,_तो_""multipleseparatorserror""_नामक_एक_कस्टम_अपवाद_उठाएं

    #विभाजक_पर_स्ट्रिंग_को_विभाजित_करने_का_गलत_तरीका
    बाँट_डोरी = माईस्ट्रिंग.बाँट(सेपरेटर)
    यदि लंबाई(बाँट_डोरी) > 2:
        उठाओ मल्टिपलसेपरेटर्सत्रुटि(""विभिन्न विभाजक मिला में डोरी"")

सिवाय विभाजकनहींमिलात्रुटि की_तरह ई:
    छापिये_(""गलती:"", ई)

सिवाय मल्टिपलसेपरेटर्सत्रुटि की_तरह ई:
    छापिये_(""गलती:"", ई)

सिवाय अपवाद की_तरह ई:
    छापिये_(""गलती:"", ई)
"
"
def create_index_dictionary(list_one, list_two):
    if len(list_one) != len(list_two):
        raise ValueError(""Input lists must be of equal length"")
    
    index_dict = {}
    for i in range(len(list_one)):
        if isinstance(list_one[i], (list, dict, tuple)) and isinstance(list_two[i], (list, dict, tuple)):
            if isinstance(list_one[i], set) or isinstance(list_two[i], set):
                raise ValueError(""Input lists cannot contain sets"")
            
            nested_dict = {}
            if isinstance(list_one[i], dict) and isinstance(list_two[i], dict):
                if len(list_one[i]) != len(list_two[i]):
                    raise ValueError(""Nested dictionaries must have the same number of elements"")
                
                for key in list_one[i].keys():
                    if key not in list_two[i]:
                        raise ValueError(""Keys in nested dictionaries must be the same"")
                    nested_dict[key] = (list_one[i][key], list_two[i][key])
            elif isinstance(list_one[i], list) and isinstance(list_two[i], list):
                if len(list_one[i]) != len(list_two[i]):
                    raise ValueError(""Nested lists must have the same length"")
                
                for j in range(len(list_one[i])):
                    nested_dict[j] = (list_one[i][j], list_two[i][j])
            elif isinstance(list_one[i], tuple) and isinstance(list_two[i], tuple):
                if len(list_one[i]) != len(list_two[i]):
                    raise ValueError(""Tuples must have the same length"")
                
                for j in range(len(list_one[i])):
                    nested_dict[j] = (list_one[i][j], list_two[i][j])
            
            index_dict[i] = nested_dict
        else:
            index_dict[i] = (list_one[i], list_two[i])
    
    return index_dict
","
परिभाषा बनाएं_सूचक_शब्दकोष(सूची_एक, सूची_दो):
    यदि लंबाई(सूची_एक) != लंबाई(सूची_दो):
        उठाओ मान_त्रुटि(""इनपुट सूचियों अवश्य होना का बराबर लंबाई"")

    सूचक_कोश = {}
    के_लिए ई में रेंज(लंबाई(सूची_एक)):
        यदि उदाहरण_है(सूची_एक[ई], (सूची, कोश, ट्यूपल)) और उदाहरण_है(सूची_दो[ई], (सूची, कोश, ट्यूपल)):
            यदि उदाहरण_है(सूची_एक[ई], सेट) या उदाहरण_है(सूची_दो[ई], सेट):
                उठाओ मान_त्रुटि(""इनपुट सूचियों नही_सकता रोकना सेट"")

            नेस्ट_कोश = {}
            यदि उदाहरण_है(सूची_एक[ई], कोश) और उदाहरण_है(सूची_दो[ई], कोश):
                यदि लंबाई(सूची_एक[ई]) != लंबाई(सूची_दो[ई]):
                    उठाओ मान_त्रुटि(""नेस्टेड शब्दकोश: अवश्य पास_होना  वही संख्या का तत्वों"")

                के_लिए चाबी में सूची_एक[ई].कीज़():
                    यदि चाबी ना में सूची_दो[ई]:
                        उठाओ मान_त्रुटि(""कुंजियाँ में नेस्ट शब्दकोश: अवश्य होना  वही"")
                    नेस्ट_कोश[चाबी] = (सूची_एक[ई][चाबी], सूची_दो[ई][चाबी])
            वरना_यदि उदाहरण_है(सूची_एक[ई], सूची) और उदाहरण_है(सूची_दो[ई], सूची):
                यदि लंबाई(सूची_एक[ई]) != लंबाई(सूची_दो[ई]):
                    उठाओ मान_त्रुटि(""नेस्टेड सूचियों अवश्य पास_होना  वही लंबाई"")

                के_लिए जे में रेंज(लंबाई(सूची_एक[ई])):
                    नेस्ट_कोश[जे] = (सूची_एक[ई][जे], सूची_दो[ई][जे])
            वरना_यदि उदाहरण_है(सूची_एक[ई], ट्यूपल) और उदाहरण_है(सूची_दो[ई], ट्यूपल):
                यदि लंबाई(सूची_एक[ई]) != लंबाई(सूची_दो[ई]):
                    उठाओ मान_त्रुटि(""ट्यूपल्स अवश्य पास_होना  वही लंबाई"")

                के_लिए जे में रेंज(लंबाई(सूची_एक[ई])):
                    नेस्ट_कोश[जे] = (सूची_एक[ई][जे], सूची_दो[ई][जे])

            सूचक_कोश[ई] = नेस्ट_कोश
        वरना:
            सूचक_कोश[ई] = (सूची_एक[ई], सूची_दो[ई])

    वापस सूचक_कोश
"
