English_code,Hindi_code
"import re

def extract_emails(string):
    # Use regular expression pattern to find all email addresses in the string
    pattern = r'\b[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}\b'
    matches = re.findall(pattern, string)
    
    # Remove any duplicate email addresses
    unique_emails = list(set(matches))
    
    return unique_emails","आयात दोबारा

परिभाषा extract_emails(डोरी):
    #स्ट्रिंग में सभी ईमेल पते खोजने के लिए नियमित अभिव्यक्ति पैटर्न का उपयोग करें
    नमूना = आर'\बी[ए-ज़ा-जेड0-9._%+-]+@[ए-ज़ा-जेड0-9.-]+\.[ए-ज़ा-जेड]{2,}\बी'
    माचिस = दोबारा.सभी खोजें(नमूना, डोरी)

    #किसी भी डुप्लिकेट ईमेल पते को हटाएँ
    unique_emails = सूची(सेट(माचिस))

    वापस unique_emails"
"def clean_and_sort(lst):
   result = []
   for element in lst:
      if type(element) == int:
         result.append(element + 5)
   # implement your own sorting algorithm here
   n = len(result)
   for i in range(n):
      for j in range(0, n-i-1):
         if result[j] < result[j+1]:
            result[j], result[j+1] = result[j+1], result[j]
   return result

print(clean_and_sort([1, 2, ""hello""]))","परिभाषा clean_and_sort(प्रथम):
   परिणाम = []
   के_लिए तत्व में प्रथम:
      यदि प्रकार(तत्व) == अंक:
         परिणाम.संलग्न(तत्व + 5)
   #अपना स्वयं का सॉर्टिंग एल्गोरिदम यहां लागू करें
   एन = लंबाई(परिणाम)
   के_लिए ई में रेंज(एन):
      के_लिए जे में रेंज(0, एन-ई-1):
         यदि परिणाम[जे] < परिणाम[जे+1]:
            परिणाम[जे], परिणाम[जे+1] = परिणाम[जे+1], परिणाम[जे]
   वापस परिणाम

प्रिंट(clean_and_sort([1, 2, ""नमस्ते""]))"
"def is_valid_palindrome(s):
    # Convert the string to lowercase
    s = s.lower()
    
    # Initialize the two pointers
    left = 0
    right = len(s) - 1
    
    while left < right:
        # Check if the left character is not alphabetic
        if not s[left].isalpha():
            left += 1
            continue
        
        # Check if the right character is not alphabetic
        if not s[right].isalpha():
            right -= 1
            continue
        
        # Check if the characters at the two positions are equal
        if s[left] != s[right]:
            return False
        
        # Move the pointers towards the middle
        left += 1
        right -= 1
    
    return True","परिभाषा is_valid_palindrome(एस):
    #स्ट्रिंग को लोअरकेस में बदलें
    एस = एस.छोटा()

    #दो पॉइंटर्स को आरंभ करें
    बाएं = 0
    सही = लंबाई(एस) - 1

    जबतक बाएं < सही:
        #जाँचें कि क्या बायाँ अक्षर वर्णमाला में नहीं है
        यदि ना एस[बाएं].अक्षर_है():
            बाएं += 1
            जारी

        #जाँचें कि क्या सही अक्षर वर्णमाला में नहीं है
        यदि ना एस[सही].अक्षर_है():
            सही -= 1
            जारी

        #जाँच करें कि क्या दोनों स्थानों पर अक्षर समान हैं
        यदि एस[बाएं] != एस[सही]:
            वापस असत्य

        #पॉइंटर्स को मध्य की ओर ले जाएं
        बाएं += 1
        सही -= 1

    वापस सत्य"
"print(is_valid_palindrome(""racecar""))  # Output: True
print(is_valid_palindrome(""A man, a plan, a canal, Panama!""))  # Output: True
print(is_valid_palindrome(""hello world""))  # Output: False","प्रिंट(is_valid_palindrome(""रेसकार"")) #आउटपुट: सत्य
प्रिंट(is_valid_palindrome(""ए आदमी, ए योजना, ए नहर, पनामा!"")) #आउटपुट: सत्य
प्रिंट(is_valid_palindrome(""नमस्ते दुनिया"")) #आउटपुट: गलत"
"def is_palindrome(num):
    # Convert the number to string
    num_str = str(num)
    
    # Check if the number is positive
    if num <= 0:
        return False
    
    # Check if the number has at least 5 digits
    if len(num_str) < 5:
        return False
    
    # Check if the number consists of unique digits
    if len(set(num_str)) != len(num_str):
        return False
    
    # Check if the number is divisible by 7
    if num % 7 != 0:
        return False
    
    # Check if the number is a palindrome
    if num_str == num_str[::-1]:
        return True
    
    # Check for palindromic substrings within the number
    for i in range(len(num_str)):
        for j in range(i+2, len(num_str)+1):
            sub_num = num_str[i:j]
            if sub_num == sub_num[::-1]:
                return True
    
    return False

# Testing the script
# Decimal number
num_decimal = 12321
print(f""Is {num_decimal} a palindrome? {is_palindrome(num_decimal)}"")

# Hexadecimal number
num_hexadecimal = 0x12321
print(f""Is {num_hexadecimal} a palindrome? {is_palindrome(num_hexadecimal)}"")

# Other test cases
print(f""Is 12345 a palindrome? {is_palindrome(12345)}"")
print(f""Is 1234567 a palindrome? {is_palindrome(1234567)}"")
print(f""Is 12321 a palindrome? {is_palindrome(12321)}"")","परिभाषा is_palindrome(संख्या):
    #संख्या को स्ट्रिंग में बदलें
    num_str = स्ट्रिंग(संख्या)

    #जाँचें कि संख्या सकारात्मक है या नहीं
    यदि संख्या <= 0:
        वापस असत्य

    #जाँचें कि संख्या में कम से कम 5 अंक हैं या नहीं
    यदि लंबाई(num_str) < 5:
        वापस असत्य

    #जाँच करें कि संख्या में अद्वितीय अंक हैं या नहीं
    यदि लंबाई(सेट(num_str)) != लंबाई(num_str):
        वापस असत्य

    #जाँचें कि संख्या 7 से विभाज्य है या नहीं
    यदि संख्या % 7 != 0:
        वापस असत्य

    #जाँच करें कि क्या संख्या पैलिंड्रोम है
    यदि num_str == num_str[::-1]:
        वापस सत्य

    #संख्या के भीतर पैलिंड्रोमिक सबस्ट्रिंग की जाँच करें
    के_लिए ई में रेंज(लंबाई(num_str)):
        के_लिए जे में रेंज(ई+2, लंबाई(num_str)+1):
            sub_num = num_str[ई:जे]
            यदि sub_num == sub_num[::-1]:
                वापस सत्य

    वापस असत्य

#स्क्रिप्ट का परीक्षण
#दशमलव संख्या
num_decimal = 12321
प्रिंट(एफ""है {num_decimal} ए विलोमपद? {is_palindrome(num_decimal)}"")

#हेक्साडेसिमल संख्या
num_hexadecimal = 0एक्स12321
प्रिंट(एफ""है {num_hexadecimal} ए विलोमपद? {is_palindrome(num_hexadecimal)}"")

#अन्य परीक्षण मामले
प्रिंट(एफ""है 12345 ए विलोमपद? {is_palindrome(12345)}"")
प्रिंट(एफ""है 1234567 ए विलोमपद? {is_palindrome(1234567)}"")
प्रिंट(एफ""है 12321 ए विलोमपद? {is_palindrome(12321)}"")"
"import re

def remove_vowels(string):
    return re.sub(r'[aeiouAEIOU]', '', string)

def sort_characters(string):
    frequency = {}
    for char in string:
        frequency[char] = frequency.get(char, 0) + 1
    sorted_chars = sorted(frequency.keys(), key=lambda x: (-frequency[x], x))
    return sorted_chars

def remove_vowels_and_sort(string):
    string_without_vowels = remove_vowels(string)
    sorted_string = sort_characters(string_without_vowels)
    return ''.join(sorted_string)","आयात दोबारा

परिभाषा remove_vowels(डोरी):
    वापस दोबारा.उप(आर'[aeiouAEIOU]', '', डोरी)

परिभाषा sort_characters(डोरी):
    आवृत्ति = {}
    के_लिए चार में डोरी:
        आवृत्ति[चार] = आवृत्ति.पाना(चार, 0) + 1
    sorted_chars = क्रमबद्ध(आवृत्ति.कीज़(), चाबी=लैम्ब्डा एक्स: (-आवृत्ति[एक्स], एक्स))
    वापस sorted_chars

परिभाषा remove_vowels_and_sort(डोरी):
    string_without_vowels = remove_vowels(डोरी)
    sorted_string = sort_characters(string_without_vowels)
    वापस ''.जोड़(sorted_string)"
"input_string = ""Hello World""
output_string = remove_vowels_and_sort(input_string)
print(output_string)","input_string = ""नमस्ते दुनिया""
output_string = remove_vowels_and_sort(input_string)
प्रिंट(output_string)"
"def reverse_matrix(matrix):
    new_matrix = []
    for i in range(len(matrix)):
        new_matrix.append([])
        for j in range(len(matrix[i])):
            new_matrix[i].insert(0, matrix[i][j])
    return new_matrix


# Test case 1
matrix1 = [[1, 2, 3],
           [4, 5, 6],
           [7, 8, 9]]
# Expected output: [[9, 8, 7], [6, 5, 4], [3, 2, 1]]
print(reverse_matrix(matrix1))

# Test case 2
matrix2 = [[1, 2, 3, 4],
           [5, 6, 7, 8]]
# Expected output: [[8, 7, 6, 5], [4, 3, 2, 1]]
print(reverse_matrix(matrix2))

# Test case 3
matrix3 = [[1, 2],
           [3, 4],
           [5, 6]]
# Expected output: [[6, 5], [4, 3], [2, 1]]
print(reverse_matrix(matrix3))","परिभाषा reverse_matrix(मैट्रिक्स):
    new_matrix = []
    के_लिए ई में रेंज(लंबाई(मैट्रिक्स)):
        new_matrix.संलग्न([])
        के_लिए जे में रेंज(लंबाई(मैट्रिक्स[ई])):
            new_matrix[ई].डाल(0, मैट्रिक्स[ई][जे])
    वापस new_matrix


#परीक्षण मामला 1
मैट्रिक्स1 = [[1, 2, 3],
           [4, 5, 6],
           [7, 8, 9]]
#अपेक्षित आउटपुट: [[9, 8, 7], [6, 5, 4], [3, 2, 1]]
प्रिंट(reverse_matrix(मैट्रिक्स1))

#परीक्षण मामला 2
मैट्रिक्स2 = [[1, 2, 3, 4],
           [5, 6, 7, 8]]
#अपेक्षित आउटपुट: [[8, 7, 6, 5], [4, 3, 2, 1]]
प्रिंट(reverse_matrix(मैट्रिक्स2))

#परीक्षण मामला 3
मैट्रिक्स3 = [[1, 2],
           [3, 4],
           [5, 6]]
#अपेक्षित आउटपुट: [[6, 5], [4, 3], [2, 1]]
प्रिंट(reverse_matrix(मैट्रिक्स3))"
"def fibonacci(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fibonacci(n-1) + fibonacci(n-2)

# Example usage
n = 10
fibonacci_number = fibonacci(n)
print(f""The Fibonacci number at index {n} is {fibonacci_number}."")","परिभाषा फाइबोनैचि(एन):
    यदि एन == 0:
        वापस 0
    वरना_यदि एन == 1:
        वापस 1
    वरना:
        वापस फाइबोनैचि(एन-1) + फाइबोनैचि(एन-2)

#उपयोग का उदाहरण
एन = 10
fibonacci_number = फाइबोनैचि(एन)
प्रिंट(एफ"" फाइबोनैचि संख्या पर सूचक {एन} है {fibonacci_number}."")"
"def count_unique_consonants(string):
    consonants = set()
    lowercase_string = string.lower()
    for char in lowercase_string:
        if char.isalpha() and char not in 'aeiou':
            consonants.add(char)
    return len(consonants)","परिभाषा count_unique_consonants(डोरी):
    व्यंजन = सेट()
    lowercase_string = डोरी.छोटा()
    के_लिए चार में lowercase_string:
        यदि चार.अक्षर_है() और चार ना में 'ऐइयो':
            व्यंजन.योग(चार)
    वापस लंबाई(व्यंजन)"
"print(count_unique_consonants(""ApplE""))  # Output: 2
print(count_unique_consonants(""MissiSsippi""))  # Output: 2","प्रिंट(count_unique_consonants(""सेब"")) #आउटपुट: 2
प्रिंट(count_unique_consonants(""मिसिसिपी"")) #आउटपुट: 2"
"def filter_and_replace(string):
    vowels = ['a', 'e', 'i', 'o', 'u']
    filtered_words = []
    
    words = string.split()
    
    for word in words:
        if any(char.isdigit() or not char.isalpha() for char in word):
            continue
        
        if len(word) > 3 and any(char in vowels for char in word):
            filtered_word = """"
            for char in word:
                if char in vowels:
                    vowel_index = vowels.index(char)
                    next_vowel = vowels[(vowel_index + 1) % len(vowels)]
                    filtered_word += next_vowel
                else:
                    filtered_word += char
            filtered_words.append(filtered_word)
    
    return "" "".join(filtered_words)


# Example usage:
input_string = ""Hello world! This is a test string. Filter me out if I contain numbers or special characters.""
output_string = filter_and_replace(input_string)
print(output_string)","परिभाषा filter_and_replace(डोरी):
    स्वर = ['ए', 'ई', 'ई', 'हे', 'यू']
    filtered_words = []

    शब्द = डोरी.बाँट()

    के_लिए शब्द में शब्द:
        यदि कोई(चार.अंक_है() या ना चार.अक्षर_है() के_लिए चार में शब्द):
            जारी

        यदि लंबाई(शब्द) > 3 और कोई(चार में स्वर के_लिए चार में शब्द):
            filtered_word = """"
            के_लिए चार में शब्द:
                यदि चार में स्वर:
                    vowel_index = स्वर.सूचक(चार)
                    next_vowel = स्वर[(vowel_index + 1) % लंबाई(स्वर)]
                    filtered_word += next_vowel
                वरना:
                    filtered_word += चार
            filtered_words.संलग्न(filtered_word)

    वापस "" "".जोड़(filtered_words)


#उदाहरण उपयोग:
input_string = ""नमस्ते दुनिया! यह है ए परीक्षा डोरी. फ़िल्टर मुझे बाहर यदि मैं रोकना नंबर या विशेष वर्ण.""
output_string = filter_and_replace(input_string)
प्रिंट(output_string)"
"def isOddPrimeGreaterThan100(number):
    if number <= 100 or number % 2 == 0:  # Check if number is less than or equal to 100 or even
        return False
    for i in range(3, int(number**0.5) + 1, 2):  # Check divisibility by odd numbers only
        if number % i == 0:
            return False
    return True

def findSecondSmallestOddPrimeGreaterThan100(array):
    smallest = secondSmallest = float('inf')
    for number in array:
        if isOddPrimeGreaterThan100(number):
            if number < smallest:
                secondSmallest = smallest
                smallest = number
            elif number < secondSmallest:
                secondSmallest = number
    return secondSmallest","परिभाषा isOddPrimeGreaterThan100(संख्या):
    यदि संख्या <= 100 या संख्या % 2 == 0: #जाँचें कि संख्या 100 से कम या बराबर है या सम
        वापस असत्य
    के_लिए ई में रेंज(3, अंक(संख्या**0.5) + 1, 2): #केवल विषम संख्याओं से विभाज्यता की जाँच करें
        यदि संख्या % ई == 0:
            वापस असत्य
    वापस सत्य

परिभाषा दूसरासबसे छोटा, अजीब, प्राइम, ग्रेटर थान ढूंढें100(सरणी):
    सबसे छोटा = दूसरासबसे छोटा = दश('जानकारी')
    के_लिए संख्या में सरणी:
        यदि isOddPrimeGreaterThan100(संख्या):
            यदि संख्या < सबसे छोटा:
                दूसरासबसे छोटा = सबसे छोटा
                सबसे छोटा = संख्या
            वरना_यदि संख्या < दूसरासबसे छोटा:
                दूसरासबसे छोटा = संख्या
    वापस दूसरासबसे छोटा"
"array = [101, 103, 105, 107, 109, 111, 113, 115, 117, 119]
secondSmallest = findSecondSmallestOddPrimeGreaterThan100(array)
print(secondSmallest)  # Output: 105","सरणी = [101, 103, 105, 107, 109, 111, 113, 115, 117, 119]
दूसरासबसे छोटा = दूसरासबसे छोटा, अजीब, प्राइम, ग्रेटर थान ढूंढें100(सरणी)
प्रिंट(दूसरासबसे छोटा) #आउटपुट: 105"
"class SeparatorNotFoundError(Exception):
    pass

class MultipleSeparatorsError(Exception):
    pass

try:
    mystring = ""Hello, World!""
    separator = ""#""

    # Incorrect way to split the string on a separator
    split_string = mystring.split(separator, 1)
    if not split_string:
        raise SeparatorNotFoundError(""Separator not found in string"")

    # Additional Requirement:
    # If the separator is found more than once in the string, raise a custom exception called ""MultipleSeparatorsError""

    # Incorrect way to split the string on a separator
    split_string = mystring.split(separator)
    if len(split_string) > 2:
        raise MultipleSeparatorsError(""Multiple separators found in string"")

except SeparatorNotFoundError as e:
    print(""Error:"", e)

except MultipleSeparatorsError as e:
    print(""Error:"", e)

except Exception as e:
    print(""Error:"", e)","वर्ग विभाजकनहींमिलात्रुटि(अपवाद):
    जाने_दो

वर्ग मल्टिपलसेपरेटर्सत्रुटि(अपवाद):
    जाने_दो

प्रयत्न:
    माईस्ट्रिंग = ""नमस्ते, दुनिया!""
separator = ""#""

    #विभाजक पर स्ट्रिंग को विभाजित करने का गलत तरीका
    split_string = माईस्ट्रिंग.बाँट(सेपरेटर, 1)
    यदि ना split_string:
        उठाओ विभाजकनहींमिलात्रुटि(""सेपरेटर ना मिला में डोरी"")

    #अतिरिक्त मांग:
    #यदि स्ट्रिंग में विभाजक एक से अधिक बार पाया जाता है, तो ""MultipleSeparatorsError"" नामक एक कस्टम अपवाद उठाएं

    #विभाजक पर स्ट्रिंग को विभाजित करने का गलत तरीका
    split_string = माईस्ट्रिंग.बाँट(सेपरेटर)
    यदि लंबाई(split_string) > 2:
        उठाओ मल्टिपलसेपरेटर्सत्रुटि(""विभिन्न विभाजक मिला में डोरी"")

सिवाय विभाजकनहींमिलात्रुटि की_तरह ई:
    प्रिंट(""गलती:"", ई)

सिवाय मल्टिपलसेपरेटर्सत्रुटि की_तरह ई:
    प्रिंट(""गलती:"", ई)

सिवाय अपवाद की_तरह ई:
    प्रिंट(""गलती:"", ई)"
"def create_index_dictionary(list_one, list_two):
    if len(list_one) != len(list_two):
        raise ValueError(""Input lists must be of equal length"")
    
    index_dict = {}
    for i in range(len(list_one)):
        if isinstance(list_one[i], (list, dict, tuple)) and isinstance(list_two[i], (list, dict, tuple)):
            if isinstance(list_one[i], set) or isinstance(list_two[i], set):
                raise ValueError(""Input lists cannot contain sets"")
            
            nested_dict = {}
            if isinstance(list_one[i], dict) and isinstance(list_two[i], dict):
                if len(list_one[i]) != len(list_two[i]):
                    raise ValueError(""Nested dictionaries must have the same number of elements"")
                
                for key in list_one[i].keys():
                    if key not in list_two[i]:
                        raise ValueError(""Keys in nested dictionaries must be the same"")
                    nested_dict[key] = (list_one[i][key], list_two[i][key])
            elif isinstance(list_one[i], list) and isinstance(list_two[i], list):
                if len(list_one[i]) != len(list_two[i]):
                    raise ValueError(""Nested lists must have the same length"")
                
                for j in range(len(list_one[i])):
                    nested_dict[j] = (list_one[i][j], list_two[i][j])
            elif isinstance(list_one[i], tuple) and isinstance(list_two[i], tuple):
                if len(list_one[i]) != len(list_two[i]):
                    raise ValueError(""Tuples must have the same length"")
                
                for j in range(len(list_one[i])):
                    nested_dict[j] = (list_one[i][j], list_two[i][j])
            
            index_dict[i] = nested_dict
        else:
            index_dict[i] = (list_one[i], list_two[i])
    
    return index_dict","परिभाषा create_index_dictionary(list_one, list_two):
    यदि लंबाई(list_one) != लंबाई(list_two):
        उठाओ मान_त्रुटि(""इनपुट सूचियों अवश्य होना का बराबर लंबाई"")

    index_dict = {}
    के_लिए ई में रेंज(लंबाई(list_one)):
        यदि उदाहरण_है(list_one[ई], (सूची, कोश, ट्यूपल)) और उदाहरण_है(list_two[ई], (सूची, कोश, ट्यूपल)):
            यदि उदाहरण_है(list_one[ई], सेट) या उदाहरण_है(list_two[ई], सेट):
                उठाओ मान_त्रुटि(""इनपुट सूचियों नही सकता रोकना सेट"")

            nested_dict = {}
            यदि उदाहरण_है(list_one[ई], कोश) और उदाहरण_है(list_two[ई], कोश):
                यदि लंबाई(list_one[ई]) != लंबाई(list_two[ई]):
                    उठाओ मान_त्रुटि(""नेस्टेड शब्दकोश: अवश्य पास होना  वही संख्या का तत्वों"")

                के_लिए चाबी में list_one[ई].कीज़():
                    यदि चाबी ना में list_two[ई]:
                        उठाओ मान_त्रुटि(""कुंजियाँ में नेस्ट शब्दकोश: अवश्य होना  वही"")
                    nested_dict[चाबी] = (list_one[ई][चाबी], list_two[ई][चाबी])
            वरना_यदि उदाहरण_है(list_one[ई], सूची) और उदाहरण_है(list_two[ई], सूची):
                यदि लंबाई(list_one[ई]) != लंबाई(list_two[ई]):
                    उठाओ मान_त्रुटि(""नेस्टेड सूचियों अवश्य पास होना  वही लंबाई"")

                के_लिए जे में रेंज(लंबाई(list_one[ई])):
                    nested_dict[जे] = (list_one[ई][जे], list_two[ई][जे])
            वरना_यदि उदाहरण_है(list_one[ई], ट्यूपल) और उदाहरण_है(list_two[ई], ट्यूपल):
                यदि लंबाई(list_one[ई]) != लंबाई(list_two[ई]):
                    उठाओ मान_त्रुटि(""ट्यूपल्स अवश्य पास होना  वही लंबाई"")

                के_लिए जे में रेंज(लंबाई(list_one[ई])):
                    nested_dict[जे] = (list_one[ई][जे], list_two[ई][जे])

            index_dict[ई] = nested_dict
        वरना:
            index_dict[ई] = (list_one[ई], list_two[ई])

    वापस index_dict"
"def find_maximum(a, b, c):
    # Convert the numbers to binary
    a_bin = bin(a)
    b_bin = bin(b)
    c_bin = bin(c)
    
    # Count the number of 1s in the binary representation of each number
    a_count = a_bin.count('1')
    b_count = b_bin.count('1')
    c_count = c_bin.count('1')
    
    # Compare the counts to find the maximum
    if a_count > b_count and a_count > c_count:
        return a
    elif b_count > a_count and b_count > c_count:
        return b
    else:
        return c","परिभाषा find_maximum(ए, बी, सी):
    #संख्याओं को बाइनरी में बदलें
    a_bin = द्वि(ए)
    b_bin = द्वि(बी)
    c_bin = द्वि(सी)

    #प्रत्येक संख्या के बाइनरी निरूपण में 1 की संख्या गिनें
    a_count = a_bin.गिनें('1')
    b_count = b_bin.गिनें('1')
    c_count = c_bin.गिनें('1')

    #अधिकतम ज्ञात करने के लिए गणनाओं की तुलना करें
    यदि a_count > b_count और a_count > c_count:
        वापस ए
    वरना_यदि b_count > a_count और b_count > c_count:
        वापस बी
    वरना:
        वापस सी"
"def quick_sort(arr):
    if len(arr) <= 1:
        return arr, 0
    else:
        pivot = arr[0]
        less = [x for x in arr[1:] if x <= pivot]
        greater = [x for x in arr[1:] if x > pivot]
        sorted_less, comparisons_less = quick_sort(less)
        sorted_greater, comparisons_greater = quick_sort(greater)
        comparisons = len(arr) - 1 + comparisons_less + comparisons_greater
        sorted_arr = sorted_greater + [pivot] + sorted_less
        return sorted_arr, comparisons

# Testing the code
arr = [5, 3, 9, 5, 2, 8, 4]
sorted_arr, comparisons = quick_sort(arr)
print(""Sorted Array:"", sorted_arr)
print(""Number of Comparisons:"", comparisons)","परिभाषा quick_sort(आगमन):
    यदि लंबाई(आगमन) <= 1:
        वापस आगमन, 0
    वरना:
        धुरी = आगमन[0]
        कम = [एक्स के_लिए एक्स में आगमन[1:] यदि एक्स <= धुरी]
        ग्रेटर = [एक्स के_लिए एक्स में आगमन[1:] यदि एक्स > धुरी]
        sorted_less, comparisons_less = quick_sort(कम)
        sorted_greater, comparisons_greater = quick_sort(ग्रेटर)
        तुलना = लंबाई(आगमन) - 1 + comparisons_less + comparisons_greater
        sorted_arr = sorted_greater + [धुरी] + sorted_less
        वापस sorted_arr, तुलना

#कोड का परीक्षण
आगमन = [5, 3, 9, 5, 2, 8, 4]
sorted_arr, तुलना = quick_sort(आगमन)
प्रिंट(""क्रमबद्ध सरणी:"", sorted_arr)
प्रिंट(""संख्या का तुलना:"", तुलना)"
"def quick_sort(arr):
    if len(arr) <= 1:
        return arr, 0
    else:
        pivot = arr[1]  # Bug: Always select the second element as pivot
        less = [x for x in arr[1:] if x <= pivot]
        greater = [x for x in arr[1:] if x > pivot]
        sorted_less, comparisons_less = quick_sort(less)
        sorted_greater, comparisons_greater = quick_sort(greater)
        comparisons = len(arr) - 1 + comparisons_less + comparisons_greater
        sorted_arr = sorted_greater + [pivot] + sorted_less
        return sorted_arr, comparisons

# Testing the code
arr = [5, 3, 9, 5, 2, 8, 4]
sorted_arr, comparisons = quick_sort(arr)
print(""Sorted Array:"", sorted_arr)
print(""Number of Comparisons:"", comparisons)","परिभाषा quick_sort(आगमन):
    यदि लंबाई(आगमन) <= 1:
        वापस आगमन, 0
    वरना:
        धुरी = आगमन[1] #बग: हमेशा दूसरे तत्व को पिवट के रूप में चुनें
        कम = [एक्स के_लिए एक्स में आगमन[1:] यदि एक्स <= धुरी]
        ग्रेटर = [एक्स के_लिए एक्स में आगमन[1:] यदि एक्स > धुरी]
        sorted_less, comparisons_less = quick_sort(कम)
        sorted_greater, comparisons_greater = quick_sort(ग्रेटर)
        तुलना = लंबाई(आगमन) - 1 + comparisons_less + comparisons_greater
        sorted_arr = sorted_greater + [धुरी] + sorted_less
        वापस sorted_arr, तुलना

#कोड का परीक्षण
आगमन = [5, 3, 9, 5, 2, 8, 4]
sorted_arr, तुलना = quick_sort(आगमन)
प्रिंट(""क्रमबद्ध सरणी:"", sorted_arr)
प्रिंट(""संख्या का तुलना:"", तुलना)"
"def quick_sort(arr):
    if len(arr) <= 1:
        return arr, 0
    else:
        pivot = arr[0]
        less = [x for x in arr if x < pivot]  # Bug: Include only elements less than the pivot
        greater = [x for x in arr if x > pivot]  # Bug: Include only elements greater than the pivot
        sorted_less, comparisons_less = quick_sort(less)
        sorted_greater, comparisons_greater = quick_sort(greater)
        comparisons = len(arr) - 1 + comparisons_less + comparisons_greater
        sorted_arr = sorted_greater + [pivot] + sorted_less
        return sorted_arr, comparisons

# Testing the code
arr = [5, 3, 9, 5, 2, 8, 4]
sorted_arr, comparisons = quick_sort(arr)
print(""Sorted Array:"", sorted_arr)
print(""Number of Comparisons:"", comparisons)","परिभाषा quick_sort(आगमन):
    यदि लंबाई(आगमन) <= 1:
        वापस आगमन, 0
    वरना:
        धुरी = आगमन[0]
        कम = [एक्स के_लिए एक्स में आगमन यदि एक्स < धुरी] #बग: केवल पिवट से कम तत्वों को शामिल करें
        ग्रेटर = [एक्स के_लिए एक्स में आगमन यदि एक्स > धुरी] #बग: केवल पिवट से बड़े तत्वों को ही शामिल करें
        sorted_less, comparisons_less = quick_sort(कम)
        sorted_greater, comparisons_greater = quick_sort(ग्रेटर)
        तुलना = लंबाई(आगमन) - 1 + comparisons_less + comparisons_greater
        sorted_arr = sorted_greater + [धुरी] + sorted_less
        वापस sorted_arr, तुलना

#कोड का परीक्षण
आगमन = [5, 3, 9, 5, 2, 8, 4]
sorted_arr, तुलना = quick_sort(आगमन)
प्रिंट(""क्रमबद्ध सरणी:"", sorted_arr)
प्रिंट(""संख्या का तुलना:"", तुलना)"
"def calculate_distance(point1, point2):
    distance = ((point2[0] - point1[0])**2 + (point2[1] - point1[1])**2 + (point2[2] - point1[2])**2) ** 0.5
    return distance","परिभाषा calculate_distance(बिंदु1, बिंदु2):
    दूरी = ((बिंदु2[0] - बिंदु1[0])**2 + (बिंदु2[1] - बिंदु1[1])**2 + (बिंदु2[2] - बिंदु1[2])**2) ** 0.5
    वापस दूरी"
"import datetime

def get_current_date_time():
    now = datetime.datetime.now()
    iso_format = now.strftime(""%Y-%m-%dT%H:%M:%S%z"")
    day_of_week = now.strftime(""%A"")
    return iso_format, day_of_week

def calculate_days_between_dates(start_date, end_date):
    try:
        start_date = datetime.datetime.strptime(start_date, ""%Y-%m-%d"")
        end_date = datetime.datetime.strptime(end_date, ""%Y-%m-%d"")
        days = abs((end_date - start_date).days)
        return days
    except ValueError:
        return ""Invalid date format. Please use YYYY-MM-DD.""

# Print current date and time in ISO format with timezone offset and day of the week
iso_format, day_of_week = get_current_date_time()
print(""Current date and time (ISO format):"", iso_format)
print(""Day of the week:"", day_of_week)

# Calculate the number of days between two dates
start_date = input(""Enter the start date (YYYY-MM-DD): "")
end_date = input(""Enter the end date (YYYY-MM-DD): "")
days_between = calculate_days_between_dates(start_date, end_date)
print(""Number of days between the two dates:"", days_between)","आयात दिनांक समय

परिभाषा get_current_date_time():
    अब = दिनांक समय.दिनांक समय.अब()
    iso_format = अब.स्ट्रफटाइम(""%य-%एम-%डीटी%एच:%एम:%एस%जेड"")
    day_of_week = अब.स्ट्रफटाइम(""%ए"")
    वापस iso_format, day_of_week

परिभाषा calculate_days_between_dates(start_date, end_date):
    प्रयत्न:
        start_date = दिनांक समय.दिनांक समय.स्ट्रिपटाइम(start_date, ""%य-%एम-%डी"")
        end_date = दिनांक समय.दिनांक समय.स्ट्रिपटाइम(end_date, ""%य-%एम-%डी"")
        दिन = निरपेक्ष_मान((end_date - start_date).दिन)
        वापस दिन
    सिवाय मान_त्रुटि:
        वापस ""अमान्य तारीख प्रारूप. कृपया उपयोग वर्ष-मिमी-डीडी.""

#वर्तमान दिनांक और समय को ISO प्रारूप में समयक्षेत्र ऑफसेट और सप्ताह के दिन के साथ प्रिंट करें
iso_format, day_of_week = get_current_date_time()
प्रिंट(""मौजूदा तारीख और समय (आईएसओ प्रारूप):"", iso_format)
प्रिंट(""दिन का  सप्ताह:"", day_of_week)

#दो तिथियों के बीच दिनों की संख्या की गणना करें
start_date = इनपुट(""प्रवेश करना  शुरू तारीख (वर्ष-मिमी-डीडी): "")
end_date = इनपुट(""प्रवेश करना  अंत तारीख (वर्ष-मिमी-डीडी): "")
days_between = calculate_days_between_dates(start_date, end_date)
प्रिंट(""संख्या का दिन बीच में  दो खजूर:"", days_between)"
